districtname	schoolname	studentgroup	currstatus_ela	currstatus_math
district_7	school_07	FI	NA	NA
district_7	school_07	HI	-17.3	-24.7
district_7	school_07	HOM	NA	NA
district_7	school_07	MR	38.1	39.9
district_7	school_07	RFP	43.7	36.9
district_7	school_07	SED	-68.5	-66.4
district_7	school_07	SWD	-65.6	-61
district_7	school_07	WH	54.2	45.3
district_7	school_14	AA	NA	NA
district_7	school_14	ALL	59.4	63.8
district_7	school_14	AS	87.8	99
district_7	school_14	EL	31	48.9
district_7	school_14	ELO	-34.4	-7.4
district_7	school_14	EO	58.5	55.2
district_7	school_14	FOS	NA	NA
district_7	school_14	HI	4.6	0.1
district_7	school_14	HOM	NA	NA
district_7	school_14	MR	67.5	71.8
district_7	school_14	PI	NA	NA
district_7	school_14	RFP	65	79.3
district_7	school_14	SED	-25.2	-16.5
district_7	school_14	SWD	10	35.4
district_7	school_14	WH	56.1	56.8
district_7	school_11	AA	NA	NA
district_7	school_11	ALL	73.8	70.9
district_7	school_11	AS	87.7	97.6
district_7	school_11	EL	49.6	50.7
district_7	school_11	ELO	-52.1	-40.8
district_7	school_11	EO	74.7	68.7
district_7	school_11	FI	NA	NA
district_7	school_11	HI	3.5	1.8
district_7	school_11	MR	86	87.4
district_7	school_11	PI	NA	NA
district_7	school_11	RFP	79.1	77.2
district_7	school_11	SED	-32.1	-48.1
district_7	school_11	SWD	-13.6	-19.3
district_7	school_11	WH	81.5	66.5
district_7	school_02	ALL	84.5	86.1
district_7	school_02	AS	103.7	110.5
district_7	school_02	EL	33.7	43.5
district_7	school_02	ELO	-7.4	5.8
district_7	school_02	EO	96.3	96.8
district_7	school_02	FI	NA	NA
district_7	school_02	HI	-0.6	7.9
district_7	school_02	MR	89.4	90.2
district_7	school_02	RFP	66.2	73.3
district_7	school_02	SED	-0.4	12.4
district_7	school_02	SWD	31.6	41.6
district_7	school_02	WH	94.1	88.5
district_7	school_05	AA	NA	NA
district_7	school_05	ALL	67.4	70.1
district_7	school_05	AS	84.9	92
district_7	school_05	EL	32.8	61.2
district_7	school_05	ELO	-37.6	32.3
district_7	school_05	EO	66.9	65.7
district_7	school_05	HI	NA	NA
district_7	school_05	MR	48.4	51.5
district_7	school_05	PI	NA	NA
district_7	school_05	RFP	69.4	76.3
district_7	school_05	SED	NA	NA
district_7	school_05	SWD	-37.5	4.6
district_7	school_05	WH	68.8	67.8
district_7	school_12	AA	NA	NA
district_7	school_12	AI	NA	NA
district_7	school_12	ALL	67.4	62.6
district_7	school_12	AS	94.7	99
district_7	school_12	EL	27.4	32.8
district_7	school_12	ELO	-15.2	-3.1
district_7	school_12	EO	73.2	64.2
district_7	school_12	FI	NA	NA
district_7	school_12	HI	33	31.8
district_7	school_12	HOM	NA	NA
district_7	school_12	MR	74.4	70.3
district_7	school_12	PI	NA	NA
district_7	school_12	RFP	76	73.9
district_7	school_12	SED	-56.2	-57.2
district_7	school_12	SWD	-58.6	-64.6
district_7	school_12	WH	72.8	62.8
district_7	school_03	AA	-46.6	-60.4
district_7	school_03	AI	NA	NA
district_7	school_03	ALL	73.3	82.9
district_7	school_03	AS	112.5	139.4
district_7	school_03	EL	15.3	22.4
district_7	school_03	ELO	-87.5	-106.9
district_7	school_03	EO	81.3	87.5
district_7	school_03	FI	NA	NA
district_7	school_03	FOS	NA	NA
district_7	school_03	HI	-5.7	-23.1
district_7	school_03	HOM	NA	NA
district_7	school_03	MR	89.9	107.4
district_7	school_03	PI	-31.9	-89.7
district_7	school_03	RFP	23.8	33.1
district_7	school_03	SED	-35.9	-62.1
district_7	school_03	SWD	-28.2	-49.6
district_7	school_03	WH	74	82.7
district_7	school_15	AA	59.6	NA
district_7	school_15	ALL	96.4	104.2
district_7	school_15	AS	119.4	143.8
district_7	school_15	EL	46.1	72.1
district_7	school_15	ELO	-27.5	14.2
district_7	school_15	EO	95.4	94.3
district_7	school_15	FI	31.3	28.6
district_7	school_15	FOS	NA	NA
district_7	school_15	HI	38.3	19.5
district_7	school_15	HOM	NA	NA
district_7	school_15	MR	103.1	112.5
district_7	school_15	PI	8.8	-3.2
district_7	school_15	RFP	58.1	81
district_7	school_15	SED	-4.1	-29.6
district_7	school_15	SWD	2.7	-16
district_7	school_15	WH	89	86.2
district_7	school_08	AA	NA	NA
district_7	school_08	ALL	80.1	72.3
district_7	school_08	AS	86.5	95.7
district_7	school_08	EL	44.2	49.7
district_7	school_08	ELO	21.9	46.2
district_7	school_08	EO	89.7	77.9
district_7	school_08	FI	NA	NA
district_7	school_08	FOS	NA	NA
district_7	school_08	HI	26.7	7.4
district_7	school_08	HOM	NA	NA
district_7	school_08	MR	78.3	81.8
district_7	school_08	RFP	54.5	51.3
district_7	school_08	SED	14.6	6.8
district_7	school_08	SWD	14.1	11.6
district_7	school_08	WH	95.3	74.6
district_7	school_09	AA	NA	NA
district_7	school_09	ALL	-2	-5.5
district_7	school_09	AS	48.5	69.2
district_7	school_09	EL	-41.8	-38.2
district_7	school_09	ELO	-89.6	-72.7
district_7	school_09	EO	18.3	10.8
district_7	school_09	FOS	NA	NA
district_7	school_09	HI	-54.3	-60.3
district_7	school_09	HOM	NA	NA
district_7	school_09	MR	NA	NA
district_7	school_09	PI	NA	NA
district_7	school_09	RFP	24.1	9.6
district_7	school_09	SED	-68.2	-71.6
district_7	school_09	SWD	-74.6	-78.4
district_7	school_09	WH	38.9	21.9
district_7	school_06	AA	16.9	-26.6
district_7	school_06	AI	NA	NA
district_7	school_06	ALL	78.7	85.1
district_7	school_06	AS	108.4	134.4
district_7	school_06	EL	9	17.8
district_7	school_06	ELO	-61.2	-25.6
district_7	school_06	EO	91.7	92.7
district_7	school_06	FI	NA	NA
district_7	school_06	HI	-13.2	-27.8
district_7	school_06	HOM	NA	NA
district_7	school_06	MR	98.9	93.6
district_7	school_06	RFP	22.7	26.2
district_7	school_06	SED	-34.2	-44.7
district_7	school_06	SWD	-31.4	-42
district_7	school_06	WH	82.1	84
