districtname	schoolname	studentgroup	currstatus_ela	currstatus_math
district_1	school_07	EO	-3.1	-33
district_1	school_07	FI	3.5	-32.8
district_1	school_07	FOS	NA	NA
district_1	school_07	HI	-21	-64
district_1	school_07	MR	-36.5	-52.5
district_1	school_07	PI	NA	NA
district_1	school_07	RFP	31.2	-5.7
district_1	school_07	SED	-34.6	-66.1
district_1	school_07	SWD	-124.6	-172.2
district_1	school_07	WH	26.8	4
district_1	school_13	AA	NA	NA
district_1	school_13	ALL	37.2	43
district_1	school_13	AS	38.9	57.9
district_1	school_13	EL	14.9	31.7
district_1	school_13	ELO	-10.9	21.3
district_1	school_13	EO	46.3	46.3
district_1	school_13	FI	-17.3	-0.2
district_1	school_13	HI	27.3	26.6
district_1	school_13	MR	82	69.2
district_1	school_13	RFP	94.9	62.9
district_1	school_13	SED	2.2	16.5
district_1	school_13	SWD	-53.3	-12.4
district_1	school_13	WH	46.4	40.9
district_1	school_10	AA	NA	NA
district_1	school_10	AI	NA	NA
district_1	school_10	ALL	52.8	32.1
district_1	school_10	AS	48.9	55.8
district_1	school_10	EL	25.8	23.9
district_1	school_10	ELO	-0.6	3.1
district_1	school_10	EO	57.7	32.9
district_1	school_10	FI	NA	NA
district_1	school_10	HI	26.2	2.8
district_1	school_10	MR	33.8	21
district_1	school_10	RFP	88.1	73
district_1	school_10	SED	9.6	-1.2
district_1	school_10	SWD	-5.9	-10.6
district_1	school_10	WH	68.2	42
district_1	school_02	AA	NA	NA
district_1	school_02	AI	NA	NA
district_1	school_02	ALL	39.7	25.7
district_1	school_02	AS	42.1	40
district_1	school_02	EL	-1.8	3.4
district_1	school_02	ELO	-29.5	-21
district_1	school_02	EO	52.2	32.6
district_1	school_02	FI	NA	NA
district_1	school_02	HI	-2.6	-6.8
district_1	school_02	HOM	NA	NA
district_1	school_02	MR	47.3	29
district_1	school_02	RFP	77.8	73.5
district_1	school_02	SED	-23.5	-15.8
district_1	school_02	SWD	-77.7	-74.3
district_1	school_02	WH	58.8	35.5
district_1	school_03	AA	NA	NA
district_1	school_03	AI	NA	NA
district_1	school_03	ALL	41	34.7
district_1	school_03	AS	26	42.7
district_1	school_03	EL	8.5	20.7
district_1	school_03	ELO	-2.9	12.1
district_1	school_03	EO	46.7	35.9
district_1	school_03	FI	NA	NA
district_1	school_03	HI	40.3	45.4
district_1	school_03	HOM	NA	NA
district_1	school_03	MR	59.3	42.2
district_1	school_03	RFP	NA	NA
district_1	school_03	SED	-10.4	-8.5
district_1	school_03	SWD	37.7	41.5
district_1	school_03	WH	48.8	33.4
district_1	school_06	AA	-59.8	-91.1
district_1	school_06	AI	NA	NA
district_1	school_06	ALL	-4	-18.4
district_1	school_06	AS	11.5	7.9
district_1	school_06	EL	-11.4	-20.9
district_1	school_06	ELO	-38.8	-40.6
district_1	school_06	EO	-0.5	-17.9
district_1	school_06	FI	26.6	1.3
district_1	school_06	HI	-19.2	-37.2
district_1	school_06	HOM	NA	NA
district_1	school_06	MR	0.6	7.3
district_1	school_06	PI	NA	NA
district_1	school_06	RFP	79.7	44.5
district_1	school_06	SED	-29.2	-43
district_1	school_06	SWD	-117.1	-110.1
district_1	school_06	WH	14.3	1.1
district_1	school_11	AA	11.9	-17.2
district_1	school_11	AI	NA	NA
district_1	school_11	ALL	71.9	43.5
district_1	school_11	AS	89.4	72.3
district_1	school_11	EL	41.3	10.9
district_1	school_11	ELO	-40.1	-71.8
district_1	school_11	EO	75.7	45.1
district_1	school_11	FI	57.2	41.2
district_1	school_11	HI	26.1	-8.8
district_1	school_11	HOM	NA	NA
district_1	school_11	MR	67.3	32.5
district_1	school_11	PI	NA	NA
district_1	school_11	RFP	65.2	35.3
district_1	school_11	SED	31	-8.5
district_1	school_11	SWD	-30.5	-81.5
district_1	school_11	WH	78.6	42.3
district_1	school_05	AA	-77.8	-116.6
district_1	school_05	ALL	-10.5	-30.7
district_1	school_05	AS	14.3	7.9
district_1	school_05	EL	-21.5	-35.2
district_1	school_05	ELO	-81.8	-87.8
district_1	school_05	EO	-13.2	-37.8
district_1	school_05	FI	-5.8	-40.1
district_1	school_05	FOS	NA	NA
district_1	school_05	HI	-41	-63.3
district_1	school_05	HOM	-47.6	-67.7
district_1	school_05	MR	12.5	-0.1
district_1	school_05	PI	-78.9	-95.8
district_1	school_05	RFP	40	18.5
district_1	school_05	SED	-35.7	-53.1
district_1	school_05	SWD	-120.3	-162.1
district_1	school_05	WH	7.4	-21.5
district_1	school_01	AA	NA	NA
district_1	school_01	AI	NA	NA
district_1	school_01	ALL	2.7	7.4
district_1	school_01	AS	-9.3	29.2
district_1	school_01	EL	-12.8	8.8
district_1	school_01	ELO	-41.9	-13.7
district_1	school_01	EO	14.6	7.9
district_1	school_01	FI	-1.1	1.6
district_1	school_01	FOS	NA	NA
district_1	school_01	HI	-28.4	-36
district_1	school_01	HOM	NA	NA
district_1	school_01	MR	21.9	25.4
district_1	school_01	PI	NA	NA
district_1	school_01	RFP	77.2	78.4
district_1	school_01	SED	-52.6	-41.8
district_1	school_01	SWD	-100.3	-113.7
district_1	school_01	WH	65.2	51.8
district_1	school_04	AA	NA	NA
district_1	school_04	ALL	66.5	57.5
district_1	school_04	AS	79.5	71.2
district_1	school_04	EL	47.6	38.6
district_1	school_04	ELO	16.7	24.4
district_1	school_04	EO	69.9	61.5
district_1	school_04	FI	56.1	28.4
district_1	school_04	HI	44.8	34.7
district_1	school_04	MR	68.2	60.9
district_1	school_04	RFP	90.9	58.4
district_1	school_04	SED	23.6	16.2
district_1	school_04	SWD	-9	1.7
district_1	school_04	WH	79.5	68.4
district_1	school_08	AA	56.3	22.4
district_1	school_08	ALL	55.7	47.8
district_1	school_08	AS	60.5	62.8
district_1	school_08	EL	44	41
district_1	school_08	ELO	6.4	18.7
district_1	school_08	EO	54.4	44.9
district_1	school_08	FI	NA	NA
district_1	school_08	HI	32.3	12.2
district_1	school_08	HOM	NA	NA
district_1	school_08	MR	64.7	55.7
district_1	school_08	PI	NA	NA
district_1	school_08	RFP	65.3	53.7
district_1	school_08	SED	32.8	20.2
district_1	school_08	SWD	-36.5	-27.9
district_1	school_08	WH	55.3	41.3
