districtname	schoolname	studentgroup	currstatus_ela	currstatus_math
district_6	school_48	MR	NA	NA
district_6	school_48	PI	NA	NA
district_6	school_48	RFP	16	-15
district_6	school_48	SED	35.2	-0.7
district_6	school_48	SWD	NA	NA
district_6	school_48	WH	91.2	75.5
district_6	school_44	AI	NA	NA
district_6	school_44	ALL	-33.5	-56.2
district_6	school_44	EL	-67.3	-76.9
district_6	school_44	ELO	-102.3	-98.4
district_6	school_44	EO	15.6	-28.8
district_6	school_44	FOS	NA	NA
district_6	school_44	HI	-51.5	-67.6
district_6	school_44	HOM	NA	NA
district_6	school_44	MR	NA	NA
district_6	school_44	RFP	-15.3	-45.1
district_6	school_44	SED	-50.9	-67.5
district_6	school_44	SWD	-103	-116.9
district_6	school_44	WH	31.4	-12.2
district_6	school_41	AA	-51	-52
district_6	school_41	AI	NA	NA
district_6	school_41	ALL	-36	-32
district_6	school_41	AS	-6.2	30.7
district_6	school_41	EL	-35.5	-28.8
district_6	school_41	ELO	-66.9	-43.2
district_6	school_41	EO	-39.1	-36.5
district_6	school_41	FI	NA	NA
district_6	school_41	FOS	NA	NA
district_6	school_41	HI	-37.4	-33
district_6	school_41	HOM	-53.7	-31.5
district_6	school_41	MR	NA	NA
district_6	school_41	PI	-8.4	-32.1
district_6	school_41	RFP	6.9	-9.2
district_6	school_41	SED	-37.1	-33.2
district_6	school_41	SWD	-96.7	-74.4
district_6	school_41	WH	NA	NA
district_6	school_57	AA	-48.9	-53.3
district_6	school_57	AI	NA	NA
district_6	school_57	ALL	-45.7	-44.4
district_6	school_57	AS	16.2	19
district_6	school_57	EL	-42.7	-35.8
district_6	school_57	ELO	-99.7	-84.9
district_6	school_57	EO	-50.3	-50.1
district_6	school_57	FI	NA	NA
district_6	school_57	FOS	NA	NA
district_6	school_57	HI	-49.6	-47.7
district_6	school_57	HOM	NA	NA
district_6	school_57	MR	NA	NA
district_6	school_57	PI	NA	NA
district_6	school_57	RFP	4.8	5.1
district_6	school_57	SED	-50.5	-48.9
district_6	school_57	SWD	-118.3	-106.2
district_6	school_57	WH	NA	NA
district_6	school_65	AA	-49.3	-64.5
district_6	school_65	AI	NA	NA
district_6	school_65	ALL	-28.3	-46.7
district_6	school_65	AS	11.7	-7.2
district_6	school_65	EL	-44	-63.3
district_6	school_65	ELO	-92.7	-106.8
district_6	school_65	EO	-24	-42.3
district_6	school_65	FI	-3.6	-3.6
district_6	school_65	FOS	NA	NA
district_6	school_65	HI	-35.5	-54.3
district_6	school_65	HOM	-65.4	-66
district_6	school_65	MR	-5.9	-28.9
district_6	school_65	PI	NA	NA
district_6	school_65	RFP	9.4	-15.6
district_6	school_65	SED	-35.8	-52.3
district_6	school_65	SWD	-119.8	-135.2
district_6	school_65	WH	-58.3	-85.3
district_6	school_34	AA	-16.7	-47.9
district_6	school_34	ALL	16.6	-2.3
district_6	school_34	AS	19.8	5.9
district_6	school_34	EL	-30.5	-32.9
district_6	school_34	ELO	-90.7	-62.6
district_6	school_34	EO	18.3	0.1
district_6	school_34	FI	55.5	40.6
district_6	school_34	FOS	NA	NA
district_6	school_34	HI	-0.2	-25.5
district_6	school_34	HOM	6.5	-39.2
district_6	school_34	MR	41.1	22.4
district_6	school_34	PI	NA	NA
district_6	school_34	RFP	25.4	-5.3
district_6	school_34	SED	-0.5	-25.3
district_6	school_34	SWD	-18	-35.7
district_6	school_34	WH	44.3	34.8
district_6	school_21	AA	-31.2	-47.9
district_6	school_21	AI	NA	NA
district_6	school_21	ALL	-16.6	-27.2
district_6	school_21	AS	50.6	39.9
district_6	school_21	EL	-34.1	-40
district_6	school_21	ELO	-73.4	-65.5
district_6	school_21	EO	-10.9	-21.4
district_6	school_21	FOS	NA	NA
district_6	school_21	HI	-32.1	-42
district_6	school_21	HOM	-11.2	-14.5
district_6	school_21	MR	NA	NA
district_6	school_21	RFP	38.4	6.9
district_6	school_21	SED	-25.5	-31.2
district_6	school_21	SWD	-101.8	-105.2
district_6	school_21	WH	16.3	-1
district_6	school_09	AA	-45.3	-51.1
district_6	school_09	AI	NA	NA
district_6	school_09	ALL	-25.7	-34.6
district_6	school_09	AS	27.1	11.8
district_6	school_09	EL	-40	-41.1
district_6	school_09	ELO	-78.1	-65.3
district_6	school_09	EO	-16.2	-32.9
district_6	school_09	FOS	NA	NA
district_6	school_09	HI	-28.4	-35.9
district_6	school_09	HOM	-41.5	-56.3
district_6	school_09	MR	NA	NA
district_6	school_09	PI	NA	NA
district_6	school_09	RFP	28.5	2.1
district_6	school_09	SED	-27.6	-36.2
district_6	school_09	SWD	-105.4	-97
district_6	school_09	WH	24.4	NA
district_6	school_61	AA	-46.7	-54.4
district_6	school_61	AI	NA	NA
district_6	school_61	ALL	-16.5	-18.6
district_6	school_61	AS	-25.4	-29
district_6	school_61	EL	-41.5	-51.4
district_6	school_61	ELO	-139.3	-118.9
district_6	school_61	EO	-13.2	-13.4
district_6	school_61	FI	NA	NA
district_6	school_61	FOS	NA	NA
district_6	school_61	HI	-28	-32.4
district_6	school_61	HOM	-69.4	-73.6
district_6	school_61	MR	22.2	37.9
district_6	school_61	PI	NA	NA
district_6	school_61	RFP	31.8	-0.8
district_6	school_61	SED	-42.7	-43.1
district_6	school_61	SWD	-95	-77.4
district_6	school_61	WH	16.1	15.4
district_6	school_07	AA	-52.9	-60.4
district_6	school_07	ALL	-31.4	-31.3
district_6	school_07	AS	12.1	0.8
district_6	school_07	EL	-29.5	-26.1
district_6	school_07	ELO	-79.9	-66.1
district_6	school_07	EO	-36.4	-40.1
district_6	school_07	FI	NA	NA
district_6	school_07	FOS	NA	NA
district_6	school_07	HI	-38.3	-35.9
district_6	school_07	HOM	-36.2	-19.9
district_6	school_07	MR	NA	NA
district_6	school_07	PI	NA	NA
district_6	school_07	RFP	20.4	13.2
district_6	school_07	SED	-30.7	-30.5
district_6	school_07	SWD	-102.1	-102.1
district_6	school_07	WH	NA	NA
district_6	school_12	AA	NA	NA
district_6	school_12	ALL	61.1	37.7
district_6	school_12	AS	101.6	67.6
district_6	school_12	EL	NA	NA
district_6	school_12	ELO	NA	NA
district_6	school_12	EO	62.3	41.3
district_6	school_12	FI	NA	NA
district_6	school_12	HI	27	1.7
district_6	school_12	HOM	NA	NA
district_6	school_12	MR	68.9	53.7
district_6	school_12	PI	NA	NA
district_6	school_12	RFP	NA	NA
district_6	school_12	SED	7.7	-14.3
district_6	school_12	SWD	-27.5	-32.9
district_6	school_12	WH	73.3	50.9
district_6	school_13	AA	NA	NA
district_6	school_13	AI	NA	NA
district_6	school_13	ALL	7.2	8.5
district_6	school_13	AS	14.6	3.5
district_6	school_13	EL	-80.9	-65.5
district_6	school_13	ELO	-120.2	-95.7
district_6	school_13	EO	22	21
district_6	school_13	FI	NA	NA
district_6	school_13	HI	-17.2	-20.8
district_6	school_13	HOM	NA	NA
district_6	school_13	MR	42	44.3
district_6	school_13	PI	NA	NA
district_6	school_13	RFP	NA	NA
district_6	school_13	SED	-29.5	-27.2
district_6	school_13	SWD	-78.9	-63.1
district_6	school_13	WH	34.6	36.8
district_6	school_51	AA	-39.5	-81.4
district_6	school_51	ALL	14.6	-15.1
district_6	school_51	AS	35	8.7
district_6	school_51	EL	-75.1	-84.8
district_6	school_51	ELO	-112.4	-117.9
district_6	school_51	EO	21.8	-9.4
district_6	school_51	FI	67.1	9.3
district_6	school_51	FOS	NA	NA
district_6	school_51	HI	-8.4	-36.8
district_6	school_51	HOM	-41.2	-77.9
district_6	school_51	MR	20.3	12.4
district_6	school_51	PI	NA	NA
district_6	school_51	RFP	-18.3	-34.4
district_6	school_51	SED	-23.6	-54.8
district_6	school_51	SWD	-75.8	-102.2
district_6	school_51	WH	42.7	11.7
district_6	school_35	AA	-63.5	-56.7
district_6	school_35	ALL	-38	-36.9
district_6	school_35	AS	NA	NA
district_6	school_35	EL	-45.3	-39.4
district_6	school_35	ELO	-81.9	-67.4
district_6	school_35	EO	-32.8	-38.5
district_6	school_35	FOS	NA	NA
district_6	school_35	HI	-37.6	-36.1
district_6	school_35	HOM	-40.3	-50.7
district_6	school_35	MR	NA	NA
district_6	school_35	RFP	20.2	10.7
district_6	school_35	SED	-40.8	-38
district_6	school_35	SWD	-120.3	-124.7
district_6	school_35	WH	NA	NA
district_6	school_52	AA	9.5	-7.4
district_6	school_52	AI	NA	NA
district_6	school_52	ALL	43.2	22.6
district_6	school_52	AS	NA	NA
district_6	school_52	EL	-35.2	-49.4
district_6	school_52	ELO	-59	-78.4
district_6	school_52	EO	48.8	27.3
district_6	school_52	FI	NA	NA
district_6	school_52	HI	27.2	0.1
district_6	school_52	HOM	NA	NA
district_6	school_52	MR	49.1	19.2
district_6	school_52	RFP	NA	NA
district_6	school_52	SED	-10.1	-30.6
district_6	school_52	SWD	-53.6	-66.8
district_6	school_52	WH	67.7	51.9
district_6	school_05	AA	48.1	25.6
district_6	school_05	ALL	63.2	37.6
district_6	school_05	AS	89.4	67.8
district_6	school_05	EL	19.3	20.1
district_6	school_05	ELO	NA	NA
district_6	school_05	EO	66.2	36.9
district_6	school_05	HI	34.9	2
district_6	school_05	HOM	NA	NA
district_6	school_05	MR	96.7	77.8
district_6	school_05	PI	NA	NA
district_6	school_05	RFP	28.5	38
district_6	school_05	SED	37.9	5.3
district_6	school_05	SWD	-15.4	-13.1
district_6	school_05	WH	72.4	47.6
district_6	school_38	AA	8.8	-0.5
district_6	school_38	ALL	45.1	48.9
district_6	school_38	AS	79.9	75.7
district_6	school_38	EL	-42.1	-6.1
district_6	school_38	ELO	NA	NA
district_6	school_38	EO	49.2	51.6
district_6	school_38	FI	NA	NA
district_6	school_38	FOS	NA	NA
district_6	school_38	HI	17.3	20.8
district_6	school_38	HOM	-27.2	-3.2
district_6	school_38	MR	51.3	58.8
district_6	school_38	PI	NA	NA
district_6	school_38	RFP	NA	NA
district_6	school_38	SED	-4.7	1.1
district_6	school_38	SWD	7.9	21.1
district_6	school_38	WH	58.7	64.6
district_6	school_08	AA	-12.6	-27.1
district_6	school_08	ALL	-16.2	-15.6
district_6	school_08	AS	NA	NA
district_6	school_08	EL	-27.4	-26.9
district_6	school_08	ELO	-55.7	-45.9
district_6	school_08	EO	-9.5	-9.6
district_6	school_08	FI	30.9	28.4
district_6	school_08	FOS	NA	NA
district_6	school_08	HI	-27.1	-23.8
district_6	school_08	HOM	-5.8	-5.7
district_6	school_08	MR	NA	NA
district_6	school_08	PI	NA	NA
district_6	school_08	RFP	10.2	-1.5
district_6	school_08	SED	-17.9	-17.1
district_6	school_08	SWD	-56.8	-65.2
district_6	school_16	AA	-48.8	-76.1
district_6	school_16	AI	NA	NA
district_6	school_16	ALL	-6.7	-33
district_6	school_16	AS	40.2	12.7
district_6	school_16	EL	-65.1	-78.3
district_6	school_16	ELO	-128.5	-123.6
district_6	school_16	EO	0.1	-28
district_6	school_16	FI	64.3	20.3
district_6	school_16	FOS	NA	NA
district_6	school_16	HI	-20.1	-46.6
district_6	school_16	HOM	-24.3	-54.7
district_6	school_16	MR	38.8	3.2
district_6	school_16	PI	NA	NA
district_6	school_16	RFP	-6.8	-36.6
district_6	school_16	SED	-25.6	-52.9
district_6	school_16	SWD	-101.4	-110.8
district_6	school_16	WH	11.1	-13
district_6	school_46	AA	-55.2	-46.5
district_6	school_46	ALL	-33.5	-36.5
district_6	school_46	AS	22	11.4
district_6	school_46	EL	-43.2	-42.4
district_6	school_46	ELO	-87.5	-72.2
district_6	school_46	EO	-34.9	-38.1
district_6	school_46	FI	NA	NA
district_6	school_46	FOS	NA	NA
district_6	school_46	HI	-37.9	-39.8
district_6	school_46	HOM	-56.2	-56.5
district_6	school_46	MR	NA	NA
district_6	school_46	PI	NA	NA
district_6	school_46	RFP	6.4	-9
district_6	school_46	SED	-35.8	-39
district_6	school_46	SWD	-99.1	-85.1
district_6	school_46	WH	NA	NA
district_6	school_37	AA	-23.4	-35.3
district_6	school_37	AI	NA	NA
district_6	school_37	ALL	-27.7	-28.8
district_6	school_37	AS	0.2	0.3
district_6	school_37	EL	-36.5	-34.6
district_6	school_37	ELO	-101	-82.3
district_6	school_37	EO	-25.8	-27.7
district_6	school_37	FI	NA	NA
district_6	school_37	FOS	NA	NA
district_6	school_37	HI	-34.6	-34.3
district_6	school_37	HOM	-48.6	-53.1
district_6	school_37	MR	NA	NA
district_6	school_37	PI	-42.7	-44
district_6	school_37	RFP	17	5
district_6	school_37	SED	-32.5	-32.8
district_6	school_37	SWD	-96.8	-99.2
district_6	school_37	WH	NA	NA
district_6	school_28	AA	20.5	-17.3
district_6	school_28	AI	NA	NA
district_6	school_28	ALL	55.6	36
district_6	school_28	AS	NA	NA
district_6	school_28	EL	15.7	12.1
district_6	school_28	ELO	-15.6	-11.5
district_6	school_28	EO	63.4	41.8
district_6	school_28	FI	NA	NA
district_6	school_28	HI	49.5	27.4
district_6	school_28	HOM	NA	NA
district_6	school_28	MR	67.8	70.3
district_6	school_28	PI	NA	NA
district_6	school_28	RFP	38.8	29.5
district_6	school_28	SED	35	19
district_6	school_28	SWD	24.1	13.3
district_6	school_28	WH	73.8	58.1
district_6	school_06	AA	-18.8	-34.4
district_6	school_06	ALL	-1.8	-23.8
district_6	school_06	AS	36.7	20
district_6	school_06	EL	-11.9	-36.9
district_6	school_06	ELO	-46.7	-75.6
district_6	school_06	EO	-1.1	-20.8
district_6	school_06	FI	NA	NA
district_6	school_06	FOS	NA	NA
district_6	school_06	HI	-3.3	-33
district_6	school_06	HOM	-16.3	-31.7
district_6	school_06	MR	24.8	9.8
district_6	school_06	PI	NA	NA
district_6	school_06	RFP	26.6	5.8
district_6	school_06	SED	-12.6	-32.8
district_6	school_06	SWD	-49.6	-46.5
district_6	school_06	WH	NA	NA
district_6	school_31	AA	-63.3	-94.2
district_6	school_31	AI	NA	NA
district_6	school_31	ALL	-26.3	-55.4
district_6	school_31	AS	18.9	-23.1
district_6	school_31	EL	-57.9	-83.7
district_6	school_31	ELO	-120.6	-145.6
district_6	school_31	EO	-18.5	-47.3
district_6	school_31	FI	21.6	0.5
district_6	school_31	FOS	NA	NA
district_6	school_31	HI	-44.8	-74.6
district_6	school_31	HOM	-36.4	-68.2
district_6	school_31	MR	-9.3	-50
district_6	school_31	PI	-18.5	-54.9
district_6	school_31	RFP	-10.1	-36.5
district_6	school_31	SED	-34.2	-63.6
district_6	school_31	SWD	-137.4	-165.9
district_6	school_31	WH	NA	NA
district_6	school_42	AA	33.1	3.6
district_6	school_42	ALL	49.4	27.6
district_6	school_42	AS	31.5	9.9
district_6	school_42	EL	-7.8	12.1
district_6	school_42	ELO	NA	NA
district_6	school_42	EO	53.2	28.4
district_6	school_42	FI	NA	NA
district_6	school_42	HI	28.4	13
district_6	school_42	HOM	NA	NA
district_6	school_42	MR	79.7	47.2
district_6	school_42	PI	NA	NA
district_6	school_42	RFP	NA	NA
district_6	school_42	SED	30.5	9.5
district_6	school_42	SWD	0.8	-16.4
district_6	school_42	WH	78.3	61.4
district_6	school_58	AA	-51.9	-51.2
district_6	school_58	ALL	-17.5	-24.1
district_6	school_58	AS	NA	NA
district_6	school_58	EL	-21.1	-27.6
district_6	school_58	ELO	-54.4	-40
district_6	school_58	EO	-21.9	-22.3
district_6	school_58	FI	NA	NA
district_6	school_58	FOS	NA	NA
district_6	school_58	HI	-14.1	-22
district_6	school_58	HOM	-17.3	-34.8
district_6	school_58	MR	NA	NA
district_6	school_58	PI	NA	NA
district_6	school_58	RFP	20.3	-12.4
district_6	school_58	SED	-18.2	-24.9
district_6	school_58	SWD	-71.2	-52.9
district_6	school_58	WH	NA	NA
district_6	school_19	AA	-56.1	-72.7
district_6	school_19	ALL	-30.6	-39.6
district_6	school_19	AS	NA	NA
district_6	school_19	EL	-32.8	-37.2
district_6	school_19	ELO	-74.2	-57.9
district_6	school_19	EO	-30.3	-44.1
district_6	school_19	FI	NA	NA
district_6	school_19	FOS	-54.6	-67.8
district_6	school_19	HI	-27.4	-33
district_6	school_19	HOM	-44.8	-61.4
district_6	school_19	MR	NA	NA
district_6	school_19	PI	NA	NA
district_6	school_19	RFP	9	-16.3
district_6	school_19	SED	-33.1	-42.5
district_6	school_19	SWD	-85.4	-82.9
district_6	school_19	WH	NA	NA
district_6	school_23	AA	-51.2	-43.1
district_6	school_23	AI	NA	NA
district_6	school_23	ALL	-30.6	-26.8
district_6	school_23	AS	-11.6	-5.5
district_6	school_23	EL	-36.2	-29.4
district_6	school_23	ELO	-72.8	-44.9
district_6	school_23	EO	-26.4	-24.5
district_6	school_23	FI	NA	NA
district_6	school_23	FOS	NA	NA
district_6	school_23	HI	-33	-28.1
district_6	school_23	HOM	-6.2	-47.9
district_6	school_23	MR	-11.8	-65.5
district_6	school_23	RFP	21	-5.2
district_6	school_23	SED	-31.6	-28.9
district_6	school_23	SWD	-59.6	-9
district_6	school_23	WH	NA	NA
district_6	school_43	AA	-39.9	-47
district_6	school_43	ALL	-25.3	-25.2
district_6	school_43	AS	17.3	7
district_6	school_43	EL	-37.4	-33.7
district_6	school_43	ELO	-69.9	-54
district_6	school_43	EO	-1.9	-9.5
district_6	school_43	FI	NA	NA
district_6	school_43	FOS	NA	NA
district_6	school_43	HI	-30.4	-28.4
district_6	school_43	HOM	-27.1	-41.8
district_6	school_43	MR	NA	NA
district_6	school_43	RFP	41.2	15.7
district_6	school_43	SED	-27.7	-26.8
district_6	school_43	SWD	-47.9	-27.3
district_6	school_43	WH	NA	NA
district_6	school_33	AA	-43.2	-55.3
district_6	school_33	AI	NA	NA
district_6	school_33	ALL	12.1	-6.9
district_6	school_33	AS	49.1	29.8
district_6	school_33	EL	-21.1	-24.5
district_6	school_33	ELO	-77.5	-53.4
district_6	school_33	EO	15.5	-4.7
district_6	school_33	FI	34	26.2
district_6	school_33	FOS	NA	NA
district_6	school_33	HI	-6.6	-27.1
district_6	school_33	HOM	-11.8	-19
district_6	school_33	MR	55	34.7
district_6	school_33	PI	NA	NA
district_6	school_33	RFP	15.5	-5.7
district_6	school_33	SED	-20.8	-36.3
district_6	school_33	SWD	-23.6	-32.4
district_6	school_33	WH	59.8	35.7
district_6	school_15	AA	9.4	-16.5
district_6	school_15	AI	NA	NA
district_6	school_15	ALL	38	16.9
district_6	school_15	AS	78.6	58.4
district_6	school_15	EL	21.7	10.9
district_6	school_15	ELO	-12.3	-31.1
district_6	school_15	EO	37.8	16.7
district_6	school_15	FI	72.9	56.9
district_6	school_15	FOS	NA	NA
district_6	school_15	HI	15.8	-5.8
district_6	school_15	HOM	NA	NA
district_6	school_15	MR	60.3	49.1
district_6	school_15	PI	NA	NA
district_6	school_15	RFP	52.8	49.3
district_6	school_15	SED	13.8	-8.1
district_6	school_15	SWD	-18.2	-24.1
district_6	school_15	WH	74.2	59.2
district_6	school_64	AA	-5.7	3.1
district_6	school_64	AI	NA	NA
district_6	school_64	ALL	72.9	48.8
district_6	school_64	AS	91.1	80.8
district_6	school_64	EL	-18.7	-12.1
district_6	school_64	ELO	NA	NA
district_6	school_64	EO	76.1	50.9
district_6	school_64	FI	NA	NA
district_6	school_64	FOS	NA	NA
district_6	school_64	HI	19.9	2.8
district_6	school_64	HOM	8.5	9.9
district_6	school_64	MR	66.4	32
district_6	school_64	PI	NA	NA
district_6	school_64	RFP	NA	NA
district_6	school_64	SED	10.7	6.6
district_6	school_64	SWD	-6.8	-10
district_6	school_64	WH	91.3	63
district_6	school_45	AA	-12.8	-20.6
district_6	school_45	ALL	6.9	2.2
district_6	school_45	AS	39.8	46.3
district_6	school_45	EL	-44.4	-15.3
district_6	school_45	ELO	-63.1	-20.1
district_6	school_45	EO	12.4	3.7
district_6	school_45	FI	NA	NA
district_6	school_45	FOS	NA	NA
district_6	school_45	HI	-7.3	-11.5
district_6	school_45	HOM	-41.6	-24.6
district_6	school_45	MR	NA	NA
district_6	school_45	PI	NA	NA
district_6	school_45	RFP	NA	NA
district_6	school_45	SED	-15.9	-9.9
district_6	school_45	SWD	-28.8	-14.1
district_6	school_45	WH	15.1	10.3
district_6	school_11	AA	0.2	-20.8
district_6	school_11	ALL	29.2	18.6
district_6	school_11	AS	61.4	72.9
district_6	school_11	EL	48.5	31.5
district_6	school_11	ELO	NA	NA
district_6	school_11	EO	24.3	14.5
district_6	school_11	FI	NA	NA
district_6	school_11	FOS	NA	NA
district_6	school_11	HI	25.9	8.5
district_6	school_11	HOM	-26.2	-15.7
district_6	school_11	MR	50.6	49.2
district_6	school_11	PI	NA	NA
district_6	school_11	RFP	62.5	45.5
district_6	school_11	SED	8.5	6
district_6	school_11	SWD	-74.5	-63.5
district_6	school_11	WH	31.2	24.9
district_6	school_69	AA	-64.6	-62.3
district_6	school_69	AI	NA	NA
district_6	school_69	ALL	-63.2	-60.5
district_6	school_69	AS	NA	NA
district_6	school_69	EL	-79.5	-92.7
district_6	school_69	ELO	-104.7	-108.5
district_6	school_69	EO	-60	-51.1
district_6	school_69	FOS	NA	NA
district_6	school_69	HI	-63.4	-63.7
district_6	school_69	HOM	-74.1	-78.6
district_6	school_69	MR	NA	NA
district_6	school_69	RFP	2.7	-41.2
district_6	school_69	SED	-70.4	-66.5
district_6	school_69	SWD	-128.1	-118.9
district_6	school_69	WH	-45.1	-29.3
district_6	school_32	AA	-42.2	-56.4
district_6	school_32	AI	NA	NA
district_6	school_32	ALL	-7.3	-20
district_6	school_32	AS	NA	NA
district_6	school_32	EL	-5.3	-9.9
district_6	school_32	ELO	-50.3	-36.2
district_6	school_32	EO	-14.2	-34.4
district_6	school_32	FI	NA	NA
district_6	school_32	FOS	NA	NA
district_6	school_32	HI	-4.9	-14.9
district_6	school_32	HOM	NA	NA
district_6	school_32	MR	NA	NA
district_6	school_32	PI	NA	NA
district_6	school_32	RFP	35.1	13.7
district_6	school_32	SED	-9.5	-22.1
district_6	school_32	SWD	-70.5	-71.6
district_6	school_32	WH	NA	NA
district_6	school_04	AA	-33.3	-49.9
district_6	school_04	ALL	5.1	-11.3
district_6	school_04	AS	8.9	1.4
district_6	school_04	EL	-14.9	-27.4
district_6	school_04	ELO	-70.8	-71.8
district_6	school_04	EO	1.3	-15.3
district_6	school_04	FI	55.6	38.7
district_6	school_04	FOS	NA	NA
district_6	school_04	HI	0.9	-16.6
district_6	school_04	HOM	-33.6	-27.5
district_6	school_04	MR	22.7	20.8
district_6	school_04	PI	-7.8	-12.3
district_6	school_04	RFP	37.7	14.5
district_6	school_04	SED	-1.3	-18.9
district_6	school_04	SWD	-100	-115.3
district_6	school_04	WH	NA	NA
district_6	school_03	AA	NA	NA
district_6	school_03	AI	NA	NA
district_6	school_03	ALL	81.6	67.6
district_6	school_03	AS	109.9	112.9
district_6	school_03	EL	NA	NA
district_6	school_03	EO	79.5	66.2
district_6	school_03	HI	66.8	46
district_6	school_03	HOM	NA	NA
district_6	school_03	MR	59.9	59.6
district_6	school_03	PI	NA	NA
district_6	school_03	RFP	NA	NA
district_6	school_03	SED	65.8	54.4
district_6	school_03	SWD	31.7	46.9
district_6	school_03	WH	81.4	64.4
district_6	school_59	AA	13.4	-15.4
district_6	school_59	AI	NA	NA
district_6	school_59	ALL	46.1	30.9
district_6	school_59	AS	70.2	63.3
district_6	school_59	EL	-29.9	-64
district_6	school_59	ELO	-67.3	-110.7
district_6	school_59	EO	50.7	36.7
district_6	school_59	FI	79	66.4
district_6	school_59	FOS	NA	NA
district_6	school_59	HI	29.9	13.6
district_6	school_59	HOM	49	26.1
district_6	school_59	MR	62.1	30.8
district_6	school_59	PI	NA	17.8
district_6	school_59	RFP	-0.7	-27.5
district_6	school_59	SED	10.5	-12.2
district_6	school_59	SWD	-14.4	-40.7
district_6	school_59	WH	58.6	49.2
district_6	school_68	AA	-51.6	-93.8
district_6	school_68	ALL	-17	-45.5
district_6	school_68	AS	16.3	-11.6
district_6	school_68	EL	-41.4	-70.4
district_6	school_68	ELO	-101.4	-133.1
district_6	school_68	EO	-19.8	-50.5
district_6	school_68	FI	NA	NA
district_6	school_68	FOS	NA	NA
district_6	school_68	HI	-24.4	-51.8
district_6	school_68	HOM	-27	-62.9
district_6	school_68	MR	NA	NA
district_6	school_68	PI	-10.6	-21.5
district_6	school_68	RFP	-9.2	-37.1
district_6	school_68	SED	-19.7	-49.1
district_6	school_68	SWD	-106.3	-148.6
district_6	school_68	WH	29.8	7.9
district_6	school_14	AA	30.6	-8.5
district_6	school_14	ALL	54.3	23.6
district_6	school_14	AS	67.6	47.8
district_6	school_14	EL	-6.6	-23.7
district_6	school_14	ELO	NA	NA
district_6	school_14	EO	57.5	25.8
district_6	school_14	FI	86	71.7
district_6	school_14	HI	29.1	-0.8
district_6	school_14	HOM	NA	NA
district_6	school_14	MR	70.3	27.9
district_6	school_14	PI	NA	NA
district_6	school_14	RFP	NA	NA
