cds	rtype	schoolname	districtname	countyname	charter_flag	coe_flag	studentgroup	currdenom	currstatus	priordenom	priorstatus	change	statuslevel	changelevel	color	box	caa_denom	caa_level1_num	caa_level1_pct	caa_level2_num	caa_level2_pct	caa_level3_num	caa_level3_pct	ReportingYear	X26
16	S	school_10	district_1	county_1	NA	NA	EL	157	22.4	157	37.2	-14.8	4	2	4	70	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_10	district_1	county_1	NA	NA	ELO	12	-106.9	41	39.4	-146.4	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_10	district_1	county_1	NA	NA	EO	765	87.5	771	92	-4.5	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_10	district_1	county_1	NA	NA	FI	7	NA	6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_10	district_1	county_1	NA	NA	FOS	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_10	district_1	county_1	NA	NA	HI	142	-23.1	124	-11.6	-11.5	3	2	3	120	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_10	district_1	county_1	NA	NA	HOM	4	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_10	district_1	county_1	NA	NA	MR	64	107.4	60	107.5	-0.2	5	3	5	30	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_10	district_1	county_1	NA	NA	PI	15	-89.7	15	-66.1	-23.5	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_10	district_1	county_1	NA	NA	RFP	145	33.1	116	36.4	-3.3	4	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_10	district_1	county_1	NA	NA	SED	112	-62.1	101	-37.8	-24.3	2	1	2	160	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_10	district_1	county_1	NA	NA	SWD	105	-49.6	124	-38	-11.5	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_10	district_1	county_1	NA	NA	WH	509	82.7	546	86.3	-3.5	5	2	4	20	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_07	district_1	county_1	NA	NA	AA	10	NA	19	-1.2	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_07	district_1	county_1	NA	NA	ALL	1066	104.2	1053	97.8	6.5	5	4	5	40	0	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_07	district_1	county_1	NA	NA	AS	474	143.8	451	138.9	4.9	5	4	5	40	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_07	district_1	county_1	NA	NA	EL	159	72.1	184	75.9	-3.8	5	2	4	20	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_07	district_1	county_1	NA	NA	ELO	21	14.2	47	73.3	-59.1	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_07	district_1	county_1	NA	NA	EO	628	94.3	657	91.9	2.4	5	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
