cds	rtype	schoolname	districtname	countyname	charter_flag	coe_flag	studentgroup	currdenom	currstatus	priordenom	priorstatus	change	statuslevel	changelevel	color	box	caa_denom	caa_level1_num	caa_level1_pct	caa_level2_num	caa_level2_pct	caa_level3_num	caa_level3_pct	ReportingYear	X26
21	S	school_09	district_2	county_2	NA	NA	SWD	22	-30.4	11	1.1	-31.5	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
21	S	school_09	district_2	county_2	NA	NA	WH	51	67.5	56	84	-16.5	5	1	4	10	NA	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	AA	7	NA	6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	AI	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	ALL	329	69.3	355	65.5	3.8	5	4	5	40	8	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	AS	209	87.3	224	84	3.3	5	4	5	40	NA	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	EL	91	49.7	96	40	9.7	5	4	5	40	NA	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	ELO	13	-36.5	25	-21.1	-15.5	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	EO	134	58.4	139	50.4	7.9	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	FI	6	NA	10	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	FOS	3	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	HI	27	-36.2	31	-20.1	-16.1	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	MR	11	28.6	9	NA	NA	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	PI	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	RFP	78	64.1	71	61.5	2.5	5	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	SED	28	-24.6	26	-23.1	-1.5	2	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	SWD	34	2.3	25	5.2	-2.9	3	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
09	S	school_14	district_2	county_2	NA	NA	WH	67	74.1	72	59.2	14.9	5	4	5	40	NA	NA	NA	NA	NA	NA	NA	2017f	NA
23	S	school_20	district_2	county_2	NA	NA	ALL	310	73.4	338	73.9	-0.5	5	3	5	30	0	NA	NA	NA	NA	NA	NA	2017f	NA
23	S	school_20	district_2	county_2	NA	NA	AS	282	77.4	308	77	0.4	5	3	5	30	NA	NA	NA	NA	NA	NA	NA	2017f	NA
23	S	school_20	district_2	county_2	NA	NA	EL	95	31.7	105	26.1	5.6	4	4	4	90	NA	NA	NA	NA	NA	NA	NA	2017f	NA
23	S	school_20	district_2	county_2	NA	NA	ELO	29	-24.6	39	-18.7	-5.9	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
23	S	school_20	district_2	county_2	NA	NA	EO	90	79.9	93	84.9	-4.9	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
23	S	school_20	district_2	county_2	NA	NA	FI	3	NA	3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
23	S	school_20	district_2	county_2	NA	NA	HI	4	NA	6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
23	S	school_20	district_2	county_2	NA	NA	MR	4	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
23	S	school_20	district_2	county_2	NA	NA	RFP	66	56.4	66	52.6	3.8	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
23	S	school_20	district_2	county_2	NA	NA	SED	12	-10.1	7	NA	NA	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
23	S	school_20	district_2	county_2	NA	NA	SWD	23	-16.5	7	NA	NA	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
23	S	school_20	district_2	county_2	NA	NA	WH	16	32.4	14	29.6	2.8	4	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
28	S	school_02	district_2	county_2	NA	NA	AA	8	NA	6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
28	S	school_02	district_2	county_2	NA	NA	AI	1	NA	3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
28	S	school_02	district_2	county_2	NA	NA	ALL	1252	105	1271	103.5	1.5	5	3	5	30	16	5	31.3	9	56.3	2	12.5	2017f	NA
28	S	school_02	district_2	county_2	NA	NA	AS	1108	110.8	1140	108.3	2.5	5	3	5	30	NA	NA	NA	NA	NA	NA	NA	2017f	NA
28	S	school_02	district_2	county_2	NA	NA	EL	83	13.8	87	19.1	-5.2	4	2	4	70	NA	NA	NA	NA	NA	NA	NA	2017f	NA
28	S	school_02	district_2	county_2	NA	NA	ELO	25	-72.6	30	-39.4	-33.2	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
28	S	school_02	district_2	county_2	NA	NA	EO	430	98	434	99.2	-1.3	5	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
28	S	school_02	district_2	county_2	NA	NA	FI	1	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
28	S	school_02	district_2	county_2	NA	NA	HI	21	15.7	16	31	-15.3	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
28	S	school_02	district_2	county_2	NA	NA	MR	18	58.9	11	78.8	-19.9	5	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
28	S	school_02	district_2	county_2	NA	NA	PI	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
28	S	school_02	district_2	county_2	NA	NA	RFP	58	51.1	57	49.9	1.2	5	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
28	S	school_02	district_2	county_2	NA	NA	SED	38	23.3	32	25	-1.8	4	3	4	80	NA	NA	NA	NA	NA	NA	NA	2017f	NA
28	S	school_02	district_2	county_2	NA	NA	SWD	72	22.2	68	20.6	1.6	4	3	4	80	NA	NA	NA	NA	NA	NA	NA	2017f	NA
28	S	school_02	district_2	county_2	NA	NA	WH	90	74.3	90	69.8	4.5	5	4	5	40	NA	NA	NA	NA	NA	NA	NA	2017f	NA
17	S	school_31	district_2	county_2	NA	NA	AA	5	NA	3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
17	S	school_31	district_2	county_2	NA	NA	AI	2	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
17	S	school_31	district_2	county_2	NA	NA	ALL	1387	94.2	1441	96.9	-2.7	5	3	5	30	0	NA	NA	NA	NA	NA	NA	2017f	NA
17	S	school_31	district_2	county_2	NA	NA	AS	1133	99.7	1166	102.6	-2.9	5	3	5	30	NA	NA	NA	NA	NA	NA	NA	2017f	NA
17	S	school_31	district_2	county_2	NA	NA	EL	91	16.2	78	17.9	-1.7	4	3	4	80	NA	NA	NA	NA	NA	NA	NA	2017f	NA
17	S	school_31	district_2	county_2	NA	NA	ELO	32	-51.3	30	-29.9	-21.4	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
17	S	school_31	district_2	county_2	NA	NA	EO	573	94.8	598	95.3	-0.4	5	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
17	S	school_31	district_2	county_2	NA	NA	FI	7	NA	7	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
17	S	school_31	district_2	county_2	NA	NA	HI	28	19.7	27	2.2	17.5	4	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
17	S	school_31	district_2	county_2	NA	NA	MR	33	81.2	23	107.9	-26.8	5	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
17	S	school_31	district_2	county_2	NA	NA	PI	1	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
17	S	school_31	district_2	county_2	NA	NA	RFP	59	52.7	48	47.8	5	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
17	S	school_31	district_2	county_2	NA	NA	SED	18	67.2	15	23.3	43.8	5	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
17	S	school_31	district_2	county_2	NA	NA	SWD	70	2.2	83	13.7	-11.4	3	2	3	120	NA	NA	NA	NA	NA	NA	NA	2017f	NA
17	S	school_31	district_2	county_2	NA	NA	WH	178	74.6	211	78	-3.4	5	2	4	20	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_26	district_2	county_2	NA	NA	AA	3	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_26	district_2	county_2	NA	NA	ALL	162	70	177	76.3	-6.3	5	2	4	20	0	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_26	district_2	county_2	NA	NA	AS	123	86.3	142	88.8	-2.5	5	3	5	30	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_26	district_2	county_2	NA	NA	EL	52	54.3	51	27.6	26.7	5	5	5	50	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_26	district_2	county_2	NA	NA	ELO	8	NA	17	-51.5	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_26	district_2	county_2	NA	NA	EO	64	49.7	60	70	-20.3	5	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_26	district_2	county_2	NA	NA	HI	10	NA	8	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_26	district_2	county_2	NA	NA	MR	9	NA	8	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_26	district_2	county_2	NA	NA	RFP	44	73.5	34	67.2	6.3	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_26	district_2	county_2	NA	NA	SED	8	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_26	district_2	county_2	NA	NA	SWD	16	3.8	13	20.6	-16.8	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_26	district_2	county_2	NA	NA	WH	16	50.1	17	43.4	6.8	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
02	S	school_17	district_2	county_2	NA	NA	AA	4	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
02	S	school_17	district_2	county_2	NA	NA	ALL	176	75.2	168	70.6	4.6	5	4	5	40	3	NA	NA	NA	NA	NA	NA	2017f	NA
02	S	school_17	district_2	county_2	NA	NA	AS	104	89.6	95	84.2	5.4	5	4	5	40	NA	NA	NA	NA	NA	NA	NA	2017f	NA
